filename,extent
L427F01330C01S03961Rp02052.jpg,0.04847842901945114
L1083F00930C39S12674Ip.jpg,0.0014488804154098034
24_initial_1_1463_1463.JPG,0.0022568263113498686
L341F00167C01S00324Rp14178.jpg,61.13572807312011
L1084F02394C39S13931Ip.jpg,0.0005859569879248739
L321F03728C01S07028Rp24013.jpg,0.0030350293032824992
L331F04678C01S11060Rp30683.jpg,41.70687828063965
L426F04418C01S09360Rp20052.jpg,0.0026061736978590486
L354F03984C39S13380Ip.jpg,0.0017571444623172283
L125F00650C01S13584Rp40732.jpg,0.005393603816628456
L325F01429C01S07301Rp19436.jpg,0.009453440085053444
L432F01720C01S04931Rp13768.jpg,18.718436241149902
L315F03220C01S02273Rp03569.jpg,0.004546639882028102
L314F00138C01S03486Rp14927.jpg,0.16349118947982788
L133F03014C01S00293Rp10017.jpg,48.14067039489746
L398F00102C01S01131Rp13276.jpg,51.767432403564456
L1094F01464C39S11542Rp32689.jpg,0.0021827580872923135
L242F01471C03S08179Rp15549.jpg,0.018035167828202248
L332F03390C01S00334Rp07705.jpg,0.024795833230018615
L134F00780C01S09773Rp27555.jpg,30.811687278747556
L121F00577C01S04002Rp08500.jpg,0.004377441946417093
L1093F01115C39S11718Rp41966.jpg,1.328999662399292
L231F02008C41S13013Rp39518.jpg,0.002363431826233864
L311F00639C39S13098Rp38984.jpg,0.24123807549476622
L354F03988C39S13314Rp48879.jpg,0.008778994157910346
L1133F01269C39S12415Rp40060.jpg,0.055276572704315186
L1093F03320C01S06792Rp29181.jpg,0.6632198810577392
L134F00875C01S01078Rp01371.jpg,0.0030757779255509376
L134F00762C01S05370Rp14099.jpg,70.92909545898438
70_repeat_2_2055_5456_3839.JPG,1.7599605560302733
L1094F03163C39S11589Rp41682.jpg,36.87561531066895
L1083F00308C39S12945Rp35789.jpg,0.007727487199008464
L134F04228C01S09707Rp19925.jpg,0.014281113445758819
L1144F04460C39S12064Rp34619.jpg,0.0036944146268069744
L121F01775C01S02440Ip.jpg,0.018231362476944922
L406F04313C01S07770Rp18436.jpg,0.0015029193833470344
L376F01092C39S14511Rp44384.jpg,0.04296986013650894
L222F03245C01S06833Rp17247.jpg,0.007004973292350769
L354F03934C01S09629Rp16980.jpg,0.0067389199510216715
L361F03008C39S14445Rp35367.jpg,0.004062163084745407
L134F00875C39S14272Rp43033.jpg,0.03438473492860794
L354F00387C01S02826Rp01648.jpg,0.0038244148716330526
L141F01256C01S08622Rp29455.jpg,20.27799243927002
L406F01517C01S08370Rp27460.jpg,20.63287944793701
L222F02261C39S13996Rp42427.jpg,0.0015396224800497294
L365F00189C01S09121Rp24560.jpg,0.0012826968915760518
L121F02084C01S06857Rp23829.jpg,0.005303582735359668
L1142F00043C20S10663Rp17811.jpg,0.0013569798320531845
L144F00098C01S01085Rp08826.jpg,0.022696857154369355
188_repeat_2_1470_5925_4270.JPG,1.6376420974731445
L131F03897C41S12734Rp43021.jpg,0.0010125714819878338
